label_order,target_id,target_type,doc_id,role,url,predicted_medium,predicted_doc_facets,predicted_target_class,gold_facets,notes
193,website__euronews-com,website,cookie_policy-14,cookie_policy,https://www.euronews.com:443/cookie-policy,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic;machine_readable:named,,
193,website__euronews-com,website,ads_txt-26,ads_txt,https://www.euronews.com:443/ads.txt,machine_readable,machine_readable:named,structured:named;structured:category;structured:generic;machine_readable:named,,
194,play_store_app__simple,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=black.silk.neat.simple&hl=en&gl=US,,,prose:generic;machine_readable:named,,
194,play_store_app__simple,play_store_app,privacy_policy-02,privacy_policy,https://www.cmcm.com/en/policies/ac09a0f0757f11eaa0e64fddb53be10e?hl=en,prose,prose:generic,prose:generic;machine_readable:named,,
194,play_store_app__simple,play_store_app,app_ads_txt-03,app_ads_txt,https://www.cmcm.com/app-ads.txt,machine_readable,machine_readable:named,prose:generic;machine_readable:named,,
196,data_broker__sabio-london-limited,data_broker,privacy_policy-00,privacy_policy,https://www.sabioctv.com/privacypolicy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
196,data_broker__sabio-london-limited,data_broker,do_not_sell-01,do_not_sell,https://www.sabioctv.com/do-not-sell-my-info,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
196,data_broker__sabio-london-limited,data_broker,sellers_json-17,sellers_json,https://www.sabioctv.com/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
197,play_store_app__app390668,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.andromo.dev235401.app390668&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
197,play_store_app__app390668,play_store_app,privacy_policy-02,privacy_policy,https://mydenandroid.wordpress.com/2017/03/14/61/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
198,app_store_app__customerservicescourse,app_store_app,privacy_policy-00,privacy_policy,http://itssimpleapps.blogspot.com/p/customer-services-course-pr.html,prose,prose:generic,prose:generic,,
199,app_store_app__camerafornikondslr,app_store_app,privacy_policy-00,privacy_policy,http://cristalkindom.blogspot.com/2017/11/privacy-policy.html,prose,prose:category,prose:category,,
200,website__tunein-com,website,privacy_policy-00,privacy_policy,https://privacy.tunein.com/policies/en/?name=privacy-policy,,,machine_readable:named,,
200,website__tunein-com,website,help_doc-01,help_doc,https://help.tunein.com/en/support/home,other_doc,,machine_readable:named,,
200,website__tunein-com,website,partners_page-19,partners_page,https://tunein.com/get-tunein/,other_doc,,machine_readable:named,,
200,website__tunein-com,website,sellers_json-20,sellers_json,http://tunein.com/sellers.json,machine_readable,machine_readable:named,machine_readable:named,,
201,data_broker__feedad-gmbh,data_broker,privacy_policy-00,privacy_policy,https://feedad.com/privacy/,prose,prose:named;prose:category,prose:named;prose:category;machine_readable:named,,
201,data_broker__feedad-gmbh,data_broker,sellers_json-21,sellers_json,https://api.feedad.com/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;machine_readable:named,,
202,play_store_app__guessthatsketch,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.apprope.guessthatsketch&hl=en&gl=US,,,prose:named;prose:category;prose:generic;machine_readable:named,,
202,play_store_app__guessthatsketch,play_store_app,privacy_policy-02,privacy_policy,http://apprope.com/apprope-privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
202,play_store_app__guessthatsketch,play_store_app,app_ads_txt-03,app_ads_txt,http://apprope.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
203,website__tanzania-adventure-com,website,privacy_policy-00,privacy_policy,https://www.tanzania-adventure.com/privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
204,website__thieme-connect-com,website,privacy_policy-00,privacy_policy,https://www.thieme.com/en-us/data-privacy-statement/georg-thieme-verlag-kg,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
205,app_store_app__herummy,app_store_app,privacy_policy-00,privacy_policy,http://www.jogamer.com/jojPrivacyPolicy.html,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
205,app_store_app__herummy,app_store_app,app_ads_txt-01,app_ads_txt,http://www.jogamer.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
206,data_broker__bedrock-platform-ltd,data_broker,privacy_policy-00,privacy_policy,https://bedrockplatform.com/legal/privacy-notice/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;structured:named;structured:category,,
206,data_broker__bedrock-platform-ltd,data_broker,cookie_policy-01,cookie_policy,https://bedrockplatform.com/legal/cookie-policy/,structured,structured:named;structured:category,prose:named;prose:category;prose:generic;structured:named;structured:category,,
207,app_store_app__acs16fall,app_store_app,privacy_policy-00,privacy_policy,https://www.ativsoftware.com/legal/privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
208,app_store_app__curiosario,app_store_app,privacy_policy-00,privacy_policy,https://www.villavanilla.com/privacy-policy,prose,prose:generic,prose:generic,,
209,data_broker__smartclip-hispania-s-l,data_broker,privacy_policy-00,privacy_policy,https://rgpd-smartclip.com/,prose,prose:named,prose:named,,
210,app_store_app__alphanum,app_store_app,privacy_policy-00,privacy_policy,http://espacepublishing.com/appPrivacyPolicy.htm,prose,prose:generic,prose:generic,,
211,website__imwealthbuilders-com,website,privacy_policy-00,privacy_policy,https://imwealthbuilders.com/legalstuff/index.html#content4-m,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
212,data_broker__teads-france-sas,data_broker,privacy_policy-00,privacy_policy,https://privacy-policy.teads.com/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
212,data_broker__teads-france-sas,data_broker,subprocessor_list-01,subprocessor_list,https://privacy-policy.teads.com/subprocessors,,,prose:named;prose:category;prose:generic,,
213,data_broker__onetag-limited,data_broker,privacy_policy-00,privacy_policy,https://www.onetag.com/privacy-platform/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
213,data_broker__onetag-limited,data_broker,sellers_json-21,sellers_json,https://www.onetag.net/sellers.json,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
214,app_store_app__nepali,app_store_app,privacy_policy-00,privacy_policy,https://sites.google.com/view/shihab-apps-privacy-policy,prose,prose:named,prose:named,,
215,play_store_app__grte,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=gov.nps.grte&hl=en&gl=US,,,prose:category,,
215,play_store_app__grte,play_store_app,privacy_policy-02,privacy_policy,https://www.nps.gov/aboutus/privacy.htm,prose,prose:category,prose:category,,
217,app_store_app__wakafstjitesvyatitelyamikolayachudotvortsyamirlkyskogo-58188,app_store_app,privacy_policy-00,privacy_policy,https://appsgeyser.com/privacy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
218,data_broker__data-circle,data_broker,privacy_policy-00,privacy_policy,https://www.data-circle.eu/en/privacy-policy,prose,prose:category;prose:generic,prose:category;prose:generic,,
219,website__bigpicturebigsound-com,website,privacy_policy-00,privacy_policy,https://www.bigpicturebigsound.com/privacy.shtml,prose,prose:generic,prose:generic;machine_readable:named,,
219,website__bigpicturebigsound-com,website,ads_txt-21,ads_txt,https://www.bigpicturebigsound.com/ads.txt,machine_readable,machine_readable:named,prose:generic;machine_readable:named,,
220,website__prosebeforehos-com,website,privacy_policy-00,privacy_policy,https://www.pbh-network.com/privacy-policy,prose,prose:category;prose:generic,prose:category;prose:generic;machine_readable:named,,
220,website__prosebeforehos-com,website,ads_txt-21,ads_txt,https://www.pbh-network.com/ads.txt,machine_readable,machine_readable:named,prose:category;prose:generic;machine_readable:named,,
221,data_broker__adnuntius-as,data_broker,privacy_policy-00,privacy_policy,https://adnuntius.com/privacy-policy,prose,prose:named;prose:category,prose:named;prose:category;structured:named;structured:category,,
221,data_broker__adnuntius-as,data_broker,subprocessor_list-01,subprocessor_list,https://docs.adnuntius.com/other-useful-information/identification-and-privacy/privacy-details#sub-processors,structured,structured:named;structured:category,prose:named;prose:category;structured:named;structured:category,,
222,website__reflected-net,website,privacy_policy-00,privacy_policy,https://reflected.net/privacy_policy.php,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
222,website__reflected-net,website,do_not_sell-01,do_not_sell,https://reflected.net/donotsell.php,prose,,prose:named;prose:category;prose:generic,,
223,website__iphoneapplicationlist-com,website,privacy_policy-00,privacy_policy,https://iphoneapplicationlist.com/privacy-policy/,prose,prose:generic,prose:generic;machine_readable:named,,
223,website__iphoneapplicationlist-com,website,help_doc-01,help_doc,https://iphoneapplicationlist.com/2026/02/24/apple-launches-sales-coach-app-for-iphone-with-ai-support-and-liquid-glass-design/,other_doc,,prose:generic;machine_readable:named,,
223,website__iphoneapplicationlist-com,website,ads_txt-22,ads_txt,https://iphoneapplicationlist.com/ads.txt,machine_readable,machine_readable:named,prose:generic;machine_readable:named,,
224,data_broker__tx-group-ag,data_broker,privacy_policy-00,privacy_policy,https://tx.group/data-privacy-policy-information-about-tx-data-offers/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
224,data_broker__tx-group-ag,data_broker,help_doc-01,help_doc,https://tx.group/career/pension/retiree-support/,other_doc,,prose:named;prose:category;prose:generic,,
224,data_broker__tx-group-ag,data_broker,cookie_policy-02,cookie_policy,https://tx.group/cookie-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
226,app_store_app__wallapp,app_store_app,privacy_policy-00,privacy_policy,https://sites.google.com/view/hich-dev/privacy-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
227,app_store_app__blockycopcraftrunningthief,app_store_app,privacy_policy-00,privacy_policy,http://www.vascogames.com/about-us/vasco-games-privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
228,play_store_app__android-housecleaning,play_store_app,store_listing-00,store_listing,https://play.google.com/store/apps/details?id=net.fashiondollinc.android_housecleaning&hl=en&gl=US,structured,structured:generic,prose:named;prose:category;prose:generic;structured:generic;machine_readable:named,,
228,play_store_app__android-housecleaning,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=net.fashiondollinc.android_housecleaning&hl=en&gl=US,structured,structured:generic,prose:named;prose:category;prose:generic;structured:generic;machine_readable:named,,
228,play_store_app__android-housecleaning,play_store_app,privacy_policy-02,privacy_policy,https://www.fashiondollinc.net/privacy-policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;structured:generic;machine_readable:named,,
228,play_store_app__android-housecleaning,play_store_app,app_ads_txt-03,app_ads_txt,https://f002.backblazeb2.com/file/app-ads-txt/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;structured:generic;machine_readable:named,,
229,data_broker__sonares-gmbh,data_broker,privacy_policy-00,privacy_policy,https://sonares.org/en/data-protection/,structured,structured:category;structured:generic,structured:category;structured:generic,,
230,app_store_app__dif16,app_store_app,privacy_policy-00,privacy_policy,https://donauinselfest.at/FAQ/,other_doc,,,,
231,play_store_app__inspire,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.adobe.dpspubs.inspire&hl=en&gl=US,,,prose:named;prose:category;prose:generic;machine_readable:named,,
231,play_store_app__inspire,play_store_app,privacy_policy-02,privacy_policy,https://www.adobe.com/privacy/policy-linkfree.html,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
231,play_store_app__inspire,play_store_app,app_ads_txt-03,app_ads_txt,https://www.adobe.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
232,play_store_app__bhc,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.caw.bhc&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
232,play_store_app__bhc,play_store_app,privacy_policy-02,privacy_policy,https://www.bayer.com/en/privacy-statement,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
233,website__vanhoutte-be,website,privacy_policy-00,privacy_policy,https://vanhoutte.be/privacy,prose,prose:named;prose:generic,prose:named;prose:generic;machine_readable:named,,
233,website__vanhoutte-be,website,ads_txt-21,ads_txt,https://vanhoutte.be/ads.txt,machine_readable,machine_readable:named,prose:named;prose:generic;machine_readable:named,,
234,data_broker__panxo-stacks-inc,data_broker,privacy_policy-00,privacy_policy,https://www.panxo.com/,prose,,machine_readable:named;other_doc:category,,
234,data_broker__panxo-stacks-inc,data_broker,sellers_json-06,sellers_json,https://api.panxo.ai/sellers.json,machine_readable,machine_readable:named,machine_readable:named;other_doc:category,,
234,data_broker__panxo-stacks-inc,data_broker,partners_page-02,partners_page,https://www.panxo.com/blog/panxo-for-search-early-access,other_doc,other_doc:category,machine_readable:named;other_doc:category,,
234,data_broker__panxo-stacks-inc,data_broker,do_not_sell-03,do_not_sell,https://www.panxo.com/ad-choices,prose,,machine_readable:named;other_doc:category,,
235,website__guitarflash-com,website,privacy_policy-00,privacy_policy,https://www.gamesx.com.br/terms/privacy_en.asp,prose,prose:category;prose:generic,prose:category;prose:generic,,
236,data_broker__transfon-ltd,data_broker,privacy_policy-00,privacy_policy,https://www.ampbid.com/privacy,prose,prose:category;prose:generic,prose:category;prose:generic;machine_readable:named,,
236,data_broker__transfon-ltd,data_broker,ads_txt-21,ads_txt,https://www.ampbid.com/ads.txt,machine_readable,machine_readable:named,prose:category;prose:generic;machine_readable:named,,
236,data_broker__transfon-ltd,data_broker,sellers_json-22,sellers_json,https://www.ampbid.com/sellers.json,machine_readable,machine_readable:named,prose:category;prose:generic;machine_readable:named,,
237,play_store_app__hivetg,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.radios.hivetg&hl=en&gl=US,,,prose:category;prose:generic,,
237,play_store_app__hivetg,play_store_app,privacy_policy-02,privacy_policy,http://appshelpsupport.blogspot.com/2017/01/app-permissions.html,prose,prose:category;prose:generic,prose:category;prose:generic,,
238,app_store_app__coloring,app_store_app,privacy_policy-00,privacy_policy,http://cofhjxfhkxfkhopro.blogspot.com/2017/11/privacy-policy.html,prose,prose:category;prose:generic,prose:category;prose:generic,,
239,app_store_app__speedbooster,app_store_app,privacy_policy-00,privacy_policy,https://sites.google.com/view/pup-vinago-speedbooster,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
240,website__yotpo-com,website,privacy_policy-00,privacy_policy,https://www.yotpo.com/privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;structured:named;other_doc:category,,
240,website__yotpo-com,website,help_doc-01,help_doc,https://support.yotpo.com/?utm_source=YotpoWeb&utm_medium=web-menu,other_doc,,prose:named;prose:category;prose:generic;structured:named;other_doc:category,,
240,website__yotpo-com,website,dpa-02,dpa,https://www.yotpo.com/data-processing-addendum/,prose,prose:category;prose:generic,prose:named;prose:category;prose:generic;structured:named;other_doc:category,,
240,website__yotpo-com,website,cookie_policy-03,cookie_policy,https://www.yotpo.com/cookie-policy/,prose,prose:category;prose:generic,prose:named;prose:category;prose:generic;structured:named;other_doc:category,,
240,website__yotpo-com,website,subprocessor_list-04,subprocessor_list,https://www.yotpo.com/subprocessors/,structured,structured:named,prose:named;prose:category;prose:generic;structured:named;other_doc:category,,
240,website__yotpo-com,website,do_not_sell-05,do_not_sell,https://www.yotpo.com/,,,prose:named;prose:category;prose:generic;structured:named;other_doc:category,,
240,website__yotpo-com,website,partners_page-06,partners_page,https://www.yotpo.com/partners/,other_doc,other_doc:category,prose:named;prose:category;prose:generic;structured:named;other_doc:category,,
241,data_broker__quantyoo-gmbh-co-kg,data_broker,privacy_policy-00,privacy_policy,https://quantyoo.de:443/gdpr,,,,,
241,data_broker__quantyoo-gmbh-co-kg,data_broker,help_doc-01,help_doc,https://quantyoo.de/#faq,other_doc,,,,
241,data_broker__quantyoo-gmbh-co-kg,data_broker,partners_page-06,partners_page,https://quantyoo.de/partners,other_doc,,,,
242,data_broker__seeding-alliance-gmbh,data_broker,privacy_policy-00,privacy_policy,https://seeding-alliance.de/datenschutz/,prose,,machine_readable:named,,
242,data_broker__seeding-alliance-gmbh,data_broker,sellers_json-21,sellers_json,https://seeding-alliance.de/sellers.json,machine_readable,machine_readable:named,machine_readable:named,,
243,website__world-heart-federation-org,website,privacy_policy-01,privacy_policy,https://world-heart-federation.org/privacy-policy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
243,website__world-heart-federation-org,website,partners_page-19,partners_page,https://world-heart-federation.org/,other_doc,,prose:named;prose:category;prose:generic,,
244,website__arabshow-org,website,privacy_policy-00,privacy_policy,http://privacypolicy.news/privacy-policy.html,prose,prose:category;prose:generic,prose:category;prose:generic,,
244,website__arabshow-org,website,subprocessor_list-01,subprocessor_list,https://arabshow.org/subprocessors,,,prose:category;prose:generic,,
245,app_store_app__fbmessenger,app_store_app,privacy_policy-00,privacy_policy,http://www.getjibjab.com/legal/notices/,prose,prose:category;prose:generic,prose:category;prose:generic,,
246,play_store_app__nexus,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.remind4u2.list.sounds.nexus&hl=en&gl=US,,,prose:generic,,
246,play_store_app__nexus,play_store_app,privacy_policy-02,privacy_policy,https://sites.google.com/view/remind4u2,prose,prose:generic,prose:generic,,
247,website__vertoz-com,website,privacy_policy-00,privacy_policy,https://www.vertoz.com/privacy-policy/,prose,prose:category;prose:generic,prose:category;prose:generic;machine_readable:named,,
247,website__vertoz-com,website,do_not_sell-01,do_not_sell,https://www.vertoz.com/opt-out/,prose,,prose:category;prose:generic;machine_readable:named,,
247,website__vertoz-com,website,sellers_json-17,sellers_json,https://www.vertoz.com/sellers.json,machine_readable,machine_readable:named,prose:category;prose:generic;machine_readable:named,,
248,app_store_app__ecp2016,app_store_app,privacy_policy-00,privacy_policy,http://26games.net/privacypolicy/,prose,prose:category;prose:generic,prose:category;prose:generic,,
250,data_broker__oracle-advertising,data_broker,privacy_policy-00,privacy_policy,https://www.oracle.com/contracts/data-services/,,,prose:category;other_doc:category;other_doc:generic,,
250,data_broker__oracle-advertising,data_broker,help_doc-01,help_doc,https://www.oracle.com/corporate/contact/help.html,other_doc,other_doc:category;other_doc:generic,prose:category;other_doc:category;other_doc:generic,,
250,data_broker__oracle-advertising,data_broker,do_not_sell-02,do_not_sell,https://www.oracle.com/legal/privacy/privacy-choices/,prose,prose:category,prose:category;other_doc:category;other_doc:generic,,
250,data_broker__oracle-advertising,data_broker,partners_page-15,partners_page,https://www.oracle.com/partner/,other_doc,other_doc:category,prose:category;other_doc:category;other_doc:generic,,
251,play_store_app__cungbachduong,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=cheng.cunghoangdao.cungbachduong&hl=en&gl=US,,,prose:generic,,
251,play_store_app__cungbachduong,play_store_app,privacy_policy-02,privacy_policy,http://12cunghoangdaoprivacypolicy.blogspot.com/p/privacy-policy-trangchongcheng-built.html,prose,prose:generic,prose:generic,,
252,data_broker__podible-inc-podscribe,data_broker,privacy_policy-00,privacy_policy,https://podscribe.com/privacy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
252,data_broker__podible-inc-podscribe,data_broker,help_doc-01,help_doc,https://help.podscribe.com/,other_doc,,prose:named;prose:category;prose:generic,,
253,play_store_app__endlessdoves,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.nitrome.endlessdoves&hl=en&gl=US,,,prose:named;prose:category;prose:generic;machine_readable:named,,
253,play_store_app__endlessdoves,play_store_app,privacy_policy-02,privacy_policy,https://www.nitrome.com/privacy/,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic;machine_readable:named,,
253,play_store_app__endlessdoves,play_store_app,app_ads_txt-03,app_ads_txt,https://www.nitrome.com/app-ads.txt,machine_readable,machine_readable:named,prose:named;prose:category;prose:generic;machine_readable:named,,
254,play_store_app__gangjellyfighting,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.brosgames.gangjellyfighting&hl=en&gl=US,,,prose:named;prose:category;prose:generic,,
254,play_store_app__gangjellyfighting,play_store_app,privacy_policy-02,privacy_policy,https://vchig1221.wixsite.com/brosgames/single-post/2017/12/19/BROS-GAMES-PRIVACY-POLICY,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
255,data_broker__channel-pilot-solutions-gmbh,data_broker,privacy_policy-00,privacy_policy,https://channelpilot.com/en,prose,,,,
255,data_broker__channel-pilot-solutions-gmbh,data_broker,partners_page-01,partners_page,https://channelpilot.com/en/solutions/development/,other_doc,,,,
256,website__slivz-com,website,privacy_policy-00,privacy_policy,https://legal.yahoo.com/us/en/yahoo/privacy/index.html,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
256,website__slivz-com,website,subprocessor_list-04,subprocessor_list,https://slivz.com/trust/subprocessors,other_doc,,prose:named;prose:category;prose:generic,,
256,website__slivz-com,website,do_not_sell-05,do_not_sell,https://legal.yahoo.com/us/en/yahoo/privacy/dashboard/index.html,,,prose:named;prose:category;prose:generic,,
257,app_store_app__cerberus,app_store_app,store_listing-00,store_listing,https://apps.apple.com/us/app/cerberus-phone-anti-theft/id6504459055?uo=4,structured,structured:generic,structured:generic,,
257,app_store_app__cerberus,app_store_app,privacy_policy-01,privacy_policy,https://www.cerberusapp.com/privacy,,,structured:generic,,
258,app_store_app__arghon,app_store_app,privacy_policy-00,privacy_policy,http://arghon.com/privacy.asp,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
259,data_broker__pixfuture-media-inc,data_broker,privacy_policy-00,privacy_policy,https://www.pixfuture.com/terms-and-conditions#privacy-policy,,,machine_readable:named,,
259,data_broker__pixfuture-media-inc,data_broker,ads_txt-06,ads_txt,https://www.pixfuture.com/ads.txt,machine_readable,machine_readable:named,machine_readable:named,,
259,data_broker__pixfuture-media-inc,data_broker,sellers_json-07,sellers_json,https://www.pixfuture.com/sellers.json,machine_readable,machine_readable:named,machine_readable:named,,
260,play_store_app__mysticfallshiddenobjects,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=air.com.nextdifferencegames.MysticFallsHiddenObjects&hl=en&gl=US,,,,,
260,play_store_app__mysticfallshiddenobjects,play_store_app,privacy_policy-02,privacy_policy,https://nexthiddenobjects.com/policy.txt,prose,,,,
261,app_store_app__mobileid,app_store_app,privacy_policy-00,privacy_policy,https://illumiatech.com/legal/privacy-policy,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic,,
262,app_store_app__ispeechweather,app_store_app,privacy_policy-00,privacy_policy,https://www.ispeech.org/policies.php,prose,prose:category;prose:generic,prose:category;prose:generic,,
263,app_store_app__cristianamusica,app_store_app,privacy_policy-00,privacy_policy,https://onesignal.com/privacy_policy,prose,prose:named;prose:category;prose:generic,prose:named;prose:category;prose:generic,,
264,app_store_app__launcher,app_store_app,privacy_policy-00,privacy_policy,https://innovativetech.com.pk/privacy.html,prose,prose:named;prose:generic,prose:named;prose:generic,,
265,app_store_app__ads,app_store_app,privacy_policy-00,privacy_policy,https://www.zeptolab.com/pp.htm,structured,structured:named;structured:category;structured:generic,structured:named;structured:category;structured:generic;machine_readable:named,,
265,app_store_app__ads,app_store_app,app_ads_txt-01,app_ads_txt,https://www.zeptolab.com/app-ads.txt,machine_readable,machine_readable:named,structured:named;structured:category;structured:generic;machine_readable:named,,
266,app_store_app__s000088,app_store_app,store_listing-00,store_listing,https://apps.apple.com/us/app/amai%E5%A5%B3%E9%9E%8B-%E5%A6%B3%E7%9A%84%E8%A1%8C%E5%8B%95%E9%9E%8B%E6%AB%83/id695442467?uo=4,structured,structured:generic,structured:generic;machine_readable:named,,
266,app_store_app__s000088,app_store_app,privacy_policy-01,privacy_policy,https://www.amai.tw/MyAccount/Privacy,,,structured:generic;machine_readable:named,,
266,app_store_app__s000088,app_store_app,app_ads_txt-02,app_ads_txt,https://www.amai.tw/app-ads.txt,machine_readable,machine_readable:named,structured:generic;machine_readable:named,,
267,website__fayobserver-com,website,privacy_policy-00,privacy_policy,https://www.usatodayco.com/privacy-statement/,,,machine_readable:named,,
267,website__fayobserver-com,website,do_not_sell-01,do_not_sell,https://cm.fayobserver.com/do-not-sell/,,,machine_readable:named,,
267,website__fayobserver-com,website,help_doc-02,help_doc,https://help.fayobserver.com/contact-us,other_doc,,machine_readable:named,,
267,website__fayobserver-com,website,sellers_json-18,sellers_json,https://www.usatodayco.com/sellers.json,machine_readable,machine_readable:named,machine_readable:named,,
268,app_store_app__edudemoapp,app_store_app,privacy_policy-00,privacy_policy,https://pushpay.com/product/echurch/,prose,prose:category,prose:category,,
269,app_store_app__story2,app_store_app,privacy_policy-00,privacy_policy,https://spreadtruth.com/,prose,,,,
270,play_store_app__lawofattraction,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.dalatapp.lawofattraction&hl=en&gl=US,,,prose:category;prose:generic,,
270,play_store_app__lawofattraction,play_store_app,privacy_policy-02,privacy_policy,https://dl.dropboxusercontent.com/s/6kim7zwbf9lci5t/LOAMain%20Privacy%20Policy.txt,prose,prose:category;prose:generic,prose:category;prose:generic,,
271,play_store_app__zoomkamera,play_store_app,play_data_safety-01,play_data_safety,https://play.google.com/store/apps/datasafety?id=com.exportmb.Zoomkamera&hl=en&gl=US,,,prose:generic,,
271,play_store_app__zoomkamera,play_store_app,privacy_policy-02,privacy_policy,http://exportmb.blogspot.com/2017/04/permissions-camera-permission-required.html,prose,prose:generic,prose:generic,,
272,data_broker__one-tech-group-gmbh,data_broker,privacy_policy-00,privacy_policy,https://onetech.group/datenschutz-plattform/,prose,,,,
